0x0	0xe
0x2041B0x3592B0x3285B0x2e9aB0x1ddc	0x204eB0x3592B0x3285B0x2e9aB0x1ddc
0x201cB0x3592B0x3285B0x2e9aB0x1ddc	0x202eB0x3592B0x3285B0x2e9aB0x1ddc
0x3a3fB0x3578B0x3285B0x2e9aB0x1ddc	0x3a4cB0x3578B0x3285B0x2e9aB0x1ddc
0x3a28B0x3578B0x3285B0x2e9aB0x1ddc	0x3a30B0x3578B0x3285B0x2e9aB0x1ddc
0x3a39B0x3578B0x3285B0x2e9aB0x1ddc	0x3a3fB0x3578B0x3285B0x2e9aB0x1ddc
0x202eB0x3a1eB0x3578B0x3285B0x2e9aB0x1ddc	0x2041B0x3a1eB0x3578B0x3285B0x2e9aB0x1ddc
0x2041B0x3a1eB0x3578B0x3285B0x2e9aB0x1ddc	0x204eB0x3a1eB0x3578B0x3285B0x2e9aB0x1ddc
0x201cB0x3a1eB0x3578B0x3285B0x2e9aB0x1ddc	0x202eB0x3a1eB0x3578B0x3285B0x2e9aB0x1ddc
0x202eB0x3a30B0x3578B0x3285B0x2e9aB0x1ddc	0x2041B0x3a30B0x3578B0x3285B0x2e9aB0x1ddc
0x2041B0x3a30B0x3578B0x3285B0x2e9aB0x1ddc	0x204eB0x3a30B0x3578B0x3285B0x2e9aB0x1ddc
0x201cB0x3a30B0x3578B0x3285B0x2e9aB0x1ddc	0x202eB0x3a30B0x3578B0x3285B0x2e9aB0x1ddc
0x3b05B0x139deB0x2e9aB0x1ddc	0x3b16B0x139deB0x2e9aB0x1ddc
0x3b16B0x139deB0x2e9aB0x1ddc	0x3b1eB0x139deB0x2e9aB0x1ddc
0x1f26B0x3a64B0x139deB0x2e9aB0x1ddc	0x1f3eB0x3a64B0x139deB0x2e9aB0x1ddc
0x33c1B0x3af9B0x139deB0x2e9aB0x1ddc	0x33c9B0x3af9B0x139deB0x2e9aB0x1ddc
0x1f42B0x13b68B0x139deB0x2e9aB0x1ddc	0x1f610x1f42B0x13b68B0x139deB0x2e9aB0x1ddc
0x1f42B0x3a54B0x139deB0x2e9aB0x1ddc	0x1f610x1f42B0x3a54B0x139deB0x2e9aB0x1ddc
0x1f42B0x3b1eB0x139deB0x2e9aB0x1ddc	0x1f610x1f42B0x3b1eB0x139deB0x2e9aB0x1ddc
0x253dB0x3a8fB0x139deB0x2e9aB0x1ddc	0x254bB0x3a8fB0x139deB0x2e9aB0x1ddc
0x1f42B0x252fB0x3a8fB0x139deB0x2e9aB0x1ddc	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x2e9aB0x1ddc
0x1f65B0x2523B0x3a8fB0x139deB0x2e9aB0x1ddc	0x1f75B0x2523B0x3a8fB0x139deB0x2e9aB0x1ddc
0x1f420x248cB0x1395	0x1f610x248cB0x1395
0x204fB0x248cB0x1395	0x2061B0x248cB0x1395
0x208aB0x2498B0x1395	0x209dB0x2498B0x1395
0x209dB0x2498B0x1395	0x20adB0x2498B0x1395
0x2078B0x2498B0x1395	0x208aB0x2498B0x1395
0x2063B0x24b0B0x1395	0x2075B0x24b0B0x1395
0x1f42B0x1359fB0x1395	0x1f610x1f42B0x1359fB0x1395
0x20aeB0x135ccB0x1395	0x20b1B0x135ccB0x1395
0x20b1B0x135ccB0x1395	0x20b9B0x135ccB0x1395
0x2063B0x24c8B0x1395	0x2075B0x24c8B0x1395
0x202eB0x13650B0x1395	0x2041B0x13650B0x1395
0x2041B0x13650B0x1395	0x204eB0x13650B0x1395
0x201cB0x13650B0x1395	0x202eB0x13650B0x1395
0x253dB0x13c0dB0x1395	0x254bB0x13c0dB0x1395
0x1f42B0x252fB0x13c0dB0x1395	0x1f610x1f42B0x252fB0x13c0dB0x1395
0x1f65B0x2523B0x13c0dB0x1395	0x1f75B0x2523B0x13c0dB0x1395
0x327dB0x1362cB0x1395	0x3285B0x1362cB0x1395
0x3263B0x1362cB0x1395	0x326bB0x1362cB0x1395
0x3273B0x1362cB0x1395	0x327dB0x1362cB0x1395
0x3297B0x1362cB0x1395	0x329fB0x1362cB0x1395
0x202eB0x3259B0x1362cB0x1395	0x2041B0x3259B0x1362cB0x1395
0x2041B0x3259B0x1362cB0x1395	0x204eB0x3259B0x1362cB0x1395
0x201cB0x3259B0x1362cB0x1395	0x202eB0x3259B0x1362cB0x1395
0x3a3fB0x326bB0x1362cB0x1395	0x3a4cB0x326bB0x1362cB0x1395
0x3a28B0x326bB0x1362cB0x1395	0x3a30B0x326bB0x1362cB0x1395
0x3a39B0x326bB0x1362cB0x1395	0x3a3fB0x326bB0x1362cB0x1395
0x202eB0x3a1eB0x326bB0x1362cB0x1395	0x2041B0x3a1eB0x326bB0x1362cB0x1395
0x2041B0x3a1eB0x326bB0x1362cB0x1395	0x204eB0x3a1eB0x326bB0x1362cB0x1395
0x201cB0x3a1eB0x326bB0x1362cB0x1395	0x202eB0x3a1eB0x326bB0x1362cB0x1395
0x202eB0x3a30B0x326bB0x1362cB0x1395	0x2041B0x3a30B0x326bB0x1362cB0x1395
0x2041B0x3a30B0x326bB0x1362cB0x1395	0x204eB0x3a30B0x326bB0x1362cB0x1395
0x201cB0x3a30B0x326bB0x1362cB0x1395	0x202eB0x3a30B0x326bB0x1362cB0x1395
0x3b53B0x13997B0x1362cB0x1395	0x3b67B0x13997B0x1362cB0x1395
0x3b67B0x13997B0x1362cB0x1395	0x3b70B0x13997B0x1362cB0x1395
0x3b4bB0x13997B0x1362cB0x1395	0x3b53B0x13997B0x1362cB0x1395
0x21a2B0x3b70B0x13997B0x1362cB0x1395	0x21d2B0x3b70B0x13997B0x1362cB0x1395
0x204fB0x3b89B0x13997B0x1362cB0x1395	0x2061B0x3b89B0x13997B0x1362cB0x1395
0x202eB0x3b95B0x13997B0x1362cB0x1395	0x2041B0x3b95B0x13997B0x1362cB0x1395
0x2041B0x3b95B0x13997B0x1362cB0x1395	0x204eB0x3b95B0x13997B0x1362cB0x1395
0x201cB0x3b95B0x13997B0x1362cB0x1395	0x202eB0x3b95B0x13997B0x1362cB0x1395
0x1f42B0x13bbaB0x13997B0x1362cB0x1395	0x1f610x1f42B0x13bbaB0x13997B0x1362cB0x1395
0x3469B0x329fB0x1362cB0x1395	0x3470B0x329fB0x1362cB0x1395
0x3484B0x329fB0x1362cB0x1395	0x348fB0x329fB0x1362cB0x1395
0x345fB0x329fB0x1362cB0x1395	0x3469B0x329fB0x1362cB0x1395
0x3479B0x329fB0x1362cB0x1395	0x3484B0x329fB0x1362cB0x1395
0x202eB0x3470B0x329fB0x1362cB0x1395	0x2041B0x3470B0x329fB0x1362cB0x1395
0x2041B0x3470B0x329fB0x1362cB0x1395	0x204eB0x3470B0x329fB0x1362cB0x1395
0x201cB0x3470B0x329fB0x1362cB0x1395	0x202eB0x3470B0x329fB0x1362cB0x1395
0x3a3fB0x3456B0x329fB0x1362cB0x1395	0x3a4cB0x3456B0x329fB0x1362cB0x1395
0x3a28B0x3456B0x329fB0x1362cB0x1395	0x3a30B0x3456B0x329fB0x1362cB0x1395
0x3a39B0x3456B0x329fB0x1362cB0x1395	0x3a3fB0x3456B0x329fB0x1362cB0x1395
0x202eB0x3a1eB0x3456B0x329fB0x1362cB0x1395	0x2041B0x3a1eB0x3456B0x329fB0x1362cB0x1395
0x2041B0x3a1eB0x3456B0x329fB0x1362cB0x1395	0x204eB0x3a1eB0x3456B0x329fB0x1362cB0x1395
0x201cB0x3a1eB0x3456B0x329fB0x1362cB0x1395	0x202eB0x3a1eB0x3456B0x329fB0x1362cB0x1395
0x202eB0x3a30B0x3456B0x329fB0x1362cB0x1395	0x2041B0x3a30B0x3456B0x329fB0x1362cB0x1395
0x2041B0x3a30B0x3456B0x329fB0x1362cB0x1395	0x204eB0x3a30B0x3456B0x329fB0x1362cB0x1395
0x201cB0x3a30B0x3456B0x329fB0x1362cB0x1395	0x202eB0x3a30B0x3456B0x329fB0x1362cB0x1395
0x358bB0x3285B0x1362cB0x1395	0x3592B0x3285B0x1362cB0x1395
0x35a6B0x3285B0x1362cB0x1395	0x35cfB0x3285B0x1362cB0x1395
0x3581B0x3285B0x1362cB0x1395	0x358bB0x3285B0x1362cB0x1395
0x359bB0x3285B0x1362cB0x1395	0x35a6B0x3285B0x1362cB0x1395
0x35dcB0x3285B0x1362cB0x1395	0x35e0B0x3285B0x1362cB0x1395
0x35e0B0x3285B0x1362cB0x1395	0x361bB0x3285B0x1362cB0x1395
0x35cfB0x3285B0x1362cB0x1395	0x35d4B0x3285B0x1362cB0x1395
0x361bB0x3285B0x1362cB0x1395	0x3621B0x3285B0x1362cB0x1395
0x202eB0x3592B0x3285B0x1362cB0x1395	0x2041B0x3592B0x3285B0x1362cB0x1395
0x2041B0x3592B0x3285B0x1362cB0x1395	0x204eB0x3592B0x3285B0x1362cB0x1395
0x201cB0x3592B0x3285B0x1362cB0x1395	0x202eB0x3592B0x3285B0x1362cB0x1395
0x3a3fB0x3578B0x3285B0x1362cB0x1395	0x3a4cB0x3578B0x3285B0x1362cB0x1395
0x3a28B0x3578B0x3285B0x1362cB0x1395	0x3a30B0x3578B0x3285B0x1362cB0x1395
0x3a39B0x3578B0x3285B0x1362cB0x1395	0x3a3fB0x3578B0x3285B0x1362cB0x1395
0x202eB0x3a1eB0x3578B0x3285B0x1362cB0x1395	0x2041B0x3a1eB0x3578B0x3285B0x1362cB0x1395
0x2041B0x3a1eB0x3578B0x3285B0x1362cB0x1395	0x204eB0x3a1eB0x3578B0x3285B0x1362cB0x1395
0x201cB0x3a1eB0x3578B0x3285B0x1362cB0x1395	0x202eB0x3a1eB0x3578B0x3285B0x1362cB0x1395
0x202eB0x3a30B0x3578B0x3285B0x1362cB0x1395	0x2041B0x3a30B0x3578B0x3285B0x1362cB0x1395
0x2041B0x3a30B0x3578B0x3285B0x1362cB0x1395	0x204eB0x3a30B0x3578B0x3285B0x1362cB0x1395
0x201cB0x3a30B0x3578B0x3285B0x1362cB0x1395	0x202eB0x3a30B0x3578B0x3285B0x1362cB0x1395
0x3b05B0x139deB0x1362cB0x1395	0x3b16B0x139deB0x1362cB0x1395
0x3b16B0x139deB0x1362cB0x1395	0x3b1eB0x139deB0x1362cB0x1395
0x1f26B0x3a64B0x139deB0x1362cB0x1395	0x1f3eB0x3a64B0x139deB0x1362cB0x1395
0x33c1B0x3af9B0x139deB0x1362cB0x1395	0x33c9B0x3af9B0x139deB0x1362cB0x1395
0x1f42B0x13b68B0x139deB0x1362cB0x1395	0x1f610x1f42B0x13b68B0x139deB0x1362cB0x1395
0x1f42B0x3a54B0x139deB0x1362cB0x1395	0x1f610x1f42B0x3a54B0x139deB0x1362cB0x1395
0x1f42B0x3b1eB0x139deB0x1362cB0x1395	0x1f610x1f42B0x3b1eB0x139deB0x1362cB0x1395
0x253dB0x3a8fB0x139deB0x1362cB0x1395	0x254bB0x3a8fB0x139deB0x1362cB0x1395
0x1f42B0x252fB0x3a8fB0x139deB0x1362cB0x1395	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x1362cB0x1395
0x1f65B0x2523B0x3a8fB0x139deB0x1362cB0x1395	0x1f75B0x2523B0x3a8fB0x139deB0x1362cB0x1395
0x327dB0x13680B0x1395	0x3285B0x13680B0x1395
0x3263B0x13680B0x1395	0x326bB0x13680B0x1395
0x3273B0x13680B0x1395	0x327dB0x13680B0x1395
0x3297B0x13680B0x1395	0x329fB0x13680B0x1395
0x202eB0x3259B0x13680B0x1395	0x2041B0x3259B0x13680B0x1395
0x2041B0x3259B0x13680B0x1395	0x204eB0x3259B0x13680B0x1395
0x201cB0x3259B0x13680B0x1395	0x202eB0x3259B0x13680B0x1395
0x3a3fB0x326bB0x13680B0x1395	0x3a4cB0x326bB0x13680B0x1395
0x3a28B0x326bB0x13680B0x1395	0x3a30B0x326bB0x13680B0x1395
0x3a39B0x326bB0x13680B0x1395	0x3a3fB0x326bB0x13680B0x1395
0x202eB0x3a1eB0x326bB0x13680B0x1395	0x2041B0x3a1eB0x326bB0x13680B0x1395
0x2041B0x3a1eB0x326bB0x13680B0x1395	0x204eB0x3a1eB0x326bB0x13680B0x1395
0x201cB0x3a1eB0x326bB0x13680B0x1395	0x202eB0x3a1eB0x326bB0x13680B0x1395
0x202eB0x3a30B0x326bB0x13680B0x1395	0x2041B0x3a30B0x326bB0x13680B0x1395
0x2041B0x3a30B0x326bB0x13680B0x1395	0x204eB0x3a30B0x326bB0x13680B0x1395
0x201cB0x3a30B0x326bB0x13680B0x1395	0x202eB0x3a30B0x326bB0x13680B0x1395
0x3b53B0x13997B0x13680B0x1395	0x3b67B0x13997B0x13680B0x1395
0x3b67B0x13997B0x13680B0x1395	0x3b70B0x13997B0x13680B0x1395
0x3b4bB0x13997B0x13680B0x1395	0x3b53B0x13997B0x13680B0x1395
0x21a2B0x3b70B0x13997B0x13680B0x1395	0x21d2B0x3b70B0x13997B0x13680B0x1395
0x204fB0x3b89B0x13997B0x13680B0x1395	0x2061B0x3b89B0x13997B0x13680B0x1395
0x202eB0x3b95B0x13997B0x13680B0x1395	0x2041B0x3b95B0x13997B0x13680B0x1395
0x2041B0x3b95B0x13997B0x13680B0x1395	0x204eB0x3b95B0x13997B0x13680B0x1395
0x201cB0x3b95B0x13997B0x13680B0x1395	0x202eB0x3b95B0x13997B0x13680B0x1395
0x1f42B0x13bbaB0x13997B0x13680B0x1395	0x1f610x1f42B0x13bbaB0x13997B0x13680B0x1395
0x3469B0x329fB0x13680B0x1395	0x3470B0x329fB0x13680B0x1395
0x3484B0x329fB0x13680B0x1395	0x348fB0x329fB0x13680B0x1395
0x345fB0x329fB0x13680B0x1395	0x3469B0x329fB0x13680B0x1395
0x3479B0x329fB0x13680B0x1395	0x3484B0x329fB0x13680B0x1395
0x202eB0x3470B0x329fB0x13680B0x1395	0x2041B0x3470B0x329fB0x13680B0x1395
0x2041B0x3470B0x329fB0x13680B0x1395	0x204eB0x3470B0x329fB0x13680B0x1395
0x201cB0x3470B0x329fB0x13680B0x1395	0x202eB0x3470B0x329fB0x13680B0x1395
0x3a3fB0x3456B0x329fB0x13680B0x1395	0x3a4cB0x3456B0x329fB0x13680B0x1395
0x3a28B0x3456B0x329fB0x13680B0x1395	0x3a30B0x3456B0x329fB0x13680B0x1395
0x3a39B0x3456B0x329fB0x13680B0x1395	0x3a3fB0x3456B0x329fB0x13680B0x1395
0x202eB0x3a1eB0x3456B0x329fB0x13680B0x1395	0x2041B0x3a1eB0x3456B0x329fB0x13680B0x1395
0x2041B0x3a1eB0x3456B0x329fB0x13680B0x1395	0x204eB0x3a1eB0x3456B0x329fB0x13680B0x1395
0x201cB0x3a1eB0x3456B0x329fB0x13680B0x1395	0x202eB0x3a1eB0x3456B0x329fB0x13680B0x1395
0x202eB0x3a30B0x3456B0x329fB0x13680B0x1395	0x2041B0x3a30B0x3456B0x329fB0x13680B0x1395
0x2041B0x3a30B0x3456B0x329fB0x13680B0x1395	0x204eB0x3a30B0x3456B0x329fB0x13680B0x1395
0x201cB0x3a30B0x3456B0x329fB0x13680B0x1395	0x202eB0x3a30B0x3456B0x329fB0x13680B0x1395
0x358bB0x3285B0x13680B0x1395	0x3592B0x3285B0x13680B0x1395
0x35a6B0x3285B0x13680B0x1395	0x35cfB0x3285B0x13680B0x1395
0x3581B0x3285B0x13680B0x1395	0x358bB0x3285B0x13680B0x1395
0x359bB0x3285B0x13680B0x1395	0x35a6B0x3285B0x13680B0x1395
0x35dcB0x3285B0x13680B0x1395	0x35e0B0x3285B0x13680B0x1395
0x35e0B0x3285B0x13680B0x1395	0x361bB0x3285B0x13680B0x1395
0x35cfB0x3285B0x13680B0x1395	0x35d4B0x3285B0x13680B0x1395
0x361bB0x3285B0x13680B0x1395	0x3621B0x3285B0x13680B0x1395
0x202eB0x3592B0x3285B0x13680B0x1395	0x2041B0x3592B0x3285B0x13680B0x1395
0x2041B0x3592B0x3285B0x13680B0x1395	0x204eB0x3592B0x3285B0x13680B0x1395
0x201cB0x3592B0x3285B0x13680B0x1395	0x202eB0x3592B0x3285B0x13680B0x1395
0x3a3fB0x3578B0x3285B0x13680B0x1395	0x3a4cB0x3578B0x3285B0x13680B0x1395
0x3a28B0x3578B0x3285B0x13680B0x1395	0x3a30B0x3578B0x3285B0x13680B0x1395
0x3a39B0x3578B0x3285B0x13680B0x1395	0x3a3fB0x3578B0x3285B0x13680B0x1395
0x202eB0x3a1eB0x3578B0x3285B0x13680B0x1395	0x2041B0x3a1eB0x3578B0x3285B0x13680B0x1395
0x2041B0x3a1eB0x3578B0x3285B0x13680B0x1395	0x204eB0x3a1eB0x3578B0x3285B0x13680B0x1395
0x201cB0x3a1eB0x3578B0x3285B0x13680B0x1395	0x202eB0x3a1eB0x3578B0x3285B0x13680B0x1395
0x202eB0x3a30B0x3578B0x3285B0x13680B0x1395	0x2041B0x3a30B0x3578B0x3285B0x13680B0x1395
0x2041B0x3a30B0x3578B0x3285B0x13680B0x1395	0x204eB0x3a30B0x3578B0x3285B0x13680B0x1395
0x201cB0x3a30B0x3578B0x3285B0x13680B0x1395	0x202eB0x3a30B0x3578B0x3285B0x13680B0x1395
0x3b05B0x139deB0x13680B0x1395	0x3b16B0x139deB0x13680B0x1395
0x3b16B0x139deB0x13680B0x1395	0x3b1eB0x139deB0x13680B0x1395
0x1f26B0x3a64B0x139deB0x13680B0x1395	0x1f3eB0x3a64B0x139deB0x13680B0x1395
0x33c1B0x3af9B0x139deB0x13680B0x1395	0x33c9B0x3af9B0x139deB0x13680B0x1395
0x1f42B0x13b68B0x139deB0x13680B0x1395	0x1f610x1f42B0x13b68B0x139deB0x13680B0x1395
0x1f42B0x3a54B0x139deB0x13680B0x1395	0x1f610x1f42B0x3a54B0x139deB0x13680B0x1395
0x1f42B0x3b1eB0x139deB0x13680B0x1395	0x1f610x1f42B0x3b1eB0x139deB0x13680B0x1395
0x253dB0x3a8fB0x139deB0x13680B0x1395	0x254bB0x3a8fB0x139deB0x13680B0x1395
0x1f42B0x252fB0x3a8fB0x139deB0x13680B0x1395	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x13680B0x1395
0x1f65B0x2523B0x3a8fB0x139deB0x13680B0x1395	0x1f75B0x2523B0x3a8fB0x139deB0x13680B0x1395
0x1f420x248cB0x1a08	0x1f610x248cB0x1a08
0x204fB0x248cB0x1a08	0x2061B0x248cB0x1a08
0x208aB0x2498B0x1a08	0x209dB0x2498B0x1a08
0x209dB0x2498B0x1a08	0x20adB0x2498B0x1a08
0x2078B0x2498B0x1a08	0x208aB0x2498B0x1a08
0x2063B0x24b0B0x1a08	0x2075B0x24b0B0x1a08
0x1f42B0x1359fB0x1a08	0x1f610x1f42B0x1359fB0x1a08
0x20aeB0x135ccB0x1a08	0x20b1B0x135ccB0x1a08
0x20b1B0x135ccB0x1a08	0x20b9B0x135ccB0x1a08
0x2063B0x24c8B0x1a08	0x2075B0x24c8B0x1a08
0x202eB0x13650B0x1a08	0x2041B0x13650B0x1a08
0x2041B0x13650B0x1a08	0x204eB0x13650B0x1a08
0x201cB0x13650B0x1a08	0x202eB0x13650B0x1a08
0x253dB0x13c0dB0x1a08	0x254bB0x13c0dB0x1a08
0x1f42B0x252fB0x13c0dB0x1a08	0x1f610x1f42B0x252fB0x13c0dB0x1a08
0x1f65B0x2523B0x13c0dB0x1a08	0x1f75B0x2523B0x13c0dB0x1a08
0x327dB0x1362cB0x1a08	0x3285B0x1362cB0x1a08
0x3263B0x1362cB0x1a08	0x326bB0x1362cB0x1a08
0x3273B0x1362cB0x1a08	0x327dB0x1362cB0x1a08
0x3297B0x1362cB0x1a08	0x329fB0x1362cB0x1a08
0x202eB0x3259B0x1362cB0x1a08	0x2041B0x3259B0x1362cB0x1a08
0x2041B0x3259B0x1362cB0x1a08	0x204eB0x3259B0x1362cB0x1a08
0x201cB0x3259B0x1362cB0x1a08	0x202eB0x3259B0x1362cB0x1a08
0x3a3fB0x326bB0x1362cB0x1a08	0x3a4cB0x326bB0x1362cB0x1a08
0x3a28B0x326bB0x1362cB0x1a08	0x3a30B0x326bB0x1362cB0x1a08
0x3a39B0x326bB0x1362cB0x1a08	0x3a3fB0x326bB0x1362cB0x1a08
0x202eB0x3a1eB0x326bB0x1362cB0x1a08	0x2041B0x3a1eB0x326bB0x1362cB0x1a08
0x2041B0x3a1eB0x326bB0x1362cB0x1a08	0x204eB0x3a1eB0x326bB0x1362cB0x1a08
0x201cB0x3a1eB0x326bB0x1362cB0x1a08	0x202eB0x3a1eB0x326bB0x1362cB0x1a08
0x202eB0x3a30B0x326bB0x1362cB0x1a08	0x2041B0x3a30B0x326bB0x1362cB0x1a08
0x2041B0x3a30B0x326bB0x1362cB0x1a08	0x204eB0x3a30B0x326bB0x1362cB0x1a08
0x201cB0x3a30B0x326bB0x1362cB0x1a08	0x202eB0x3a30B0x326bB0x1362cB0x1a08
0x3b53B0x13997B0x1362cB0x1a08	0x3b67B0x13997B0x1362cB0x1a08
0x3b67B0x13997B0x1362cB0x1a08	0x3b70B0x13997B0x1362cB0x1a08
0x3b4bB0x13997B0x1362cB0x1a08	0x3b53B0x13997B0x1362cB0x1a08
0x21a2B0x3b70B0x13997B0x1362cB0x1a08	0x21d2B0x3b70B0x13997B0x1362cB0x1a08
0x204fB0x3b89B0x13997B0x1362cB0x1a08	0x2061B0x3b89B0x13997B0x1362cB0x1a08
0x202eB0x3b95B0x13997B0x1362cB0x1a08	0x2041B0x3b95B0x13997B0x1362cB0x1a08
0x2041B0x3b95B0x13997B0x1362cB0x1a08	0x204eB0x3b95B0x13997B0x1362cB0x1a08
0x201cB0x3b95B0x13997B0x1362cB0x1a08	0x202eB0x3b95B0x13997B0x1362cB0x1a08
0x1f42B0x13bbaB0x13997B0x1362cB0x1a08	0x1f610x1f42B0x13bbaB0x13997B0x1362cB0x1a08
0x3469B0x329fB0x1362cB0x1a08	0x3470B0x329fB0x1362cB0x1a08
0x3484B0x329fB0x1362cB0x1a08	0x348fB0x329fB0x1362cB0x1a08
0x345fB0x329fB0x1362cB0x1a08	0x3469B0x329fB0x1362cB0x1a08
0x3479B0x329fB0x1362cB0x1a08	0x3484B0x329fB0x1362cB0x1a08
0x202eB0x3470B0x329fB0x1362cB0x1a08	0x2041B0x3470B0x329fB0x1362cB0x1a08
0x2041B0x3470B0x329fB0x1362cB0x1a08	0x204eB0x3470B0x329fB0x1362cB0x1a08
0x201cB0x3470B0x329fB0x1362cB0x1a08	0x202eB0x3470B0x329fB0x1362cB0x1a08
0x3a3fB0x3456B0x329fB0x1362cB0x1a08	0x3a4cB0x3456B0x329fB0x1362cB0x1a08
0x3a28B0x3456B0x329fB0x1362cB0x1a08	0x3a30B0x3456B0x329fB0x1362cB0x1a08
0x3a39B0x3456B0x329fB0x1362cB0x1a08	0x3a3fB0x3456B0x329fB0x1362cB0x1a08
0x202eB0x3a1eB0x3456B0x329fB0x1362cB0x1a08	0x2041B0x3a1eB0x3456B0x329fB0x1362cB0x1a08
0x2041B0x3a1eB0x3456B0x329fB0x1362cB0x1a08	0x204eB0x3a1eB0x3456B0x329fB0x1362cB0x1a08
0x201cB0x3a1eB0x3456B0x329fB0x1362cB0x1a08	0x202eB0x3a1eB0x3456B0x329fB0x1362cB0x1a08
0x202eB0x3a30B0x3456B0x329fB0x1362cB0x1a08	0x2041B0x3a30B0x3456B0x329fB0x1362cB0x1a08
0x2041B0x3a30B0x3456B0x329fB0x1362cB0x1a08	0x204eB0x3a30B0x3456B0x329fB0x1362cB0x1a08
0x201cB0x3a30B0x3456B0x329fB0x1362cB0x1a08	0x202eB0x3a30B0x3456B0x329fB0x1362cB0x1a08
0x358bB0x3285B0x1362cB0x1a08	0x3592B0x3285B0x1362cB0x1a08
0x35a6B0x3285B0x1362cB0x1a08	0x35cfB0x3285B0x1362cB0x1a08
0x3581B0x3285B0x1362cB0x1a08	0x358bB0x3285B0x1362cB0x1a08
0x359bB0x3285B0x1362cB0x1a08	0x35a6B0x3285B0x1362cB0x1a08
0x35dcB0x3285B0x1362cB0x1a08	0x35e0B0x3285B0x1362cB0x1a08
0x35e0B0x3285B0x1362cB0x1a08	0x361bB0x3285B0x1362cB0x1a08
0x35cfB0x3285B0x1362cB0x1a08	0x35d4B0x3285B0x1362cB0x1a08
0x361bB0x3285B0x1362cB0x1a08	0x3621B0x3285B0x1362cB0x1a08
0x202eB0x3592B0x3285B0x1362cB0x1a08	0x2041B0x3592B0x3285B0x1362cB0x1a08
0x2041B0x3592B0x3285B0x1362cB0x1a08	0x204eB0x3592B0x3285B0x1362cB0x1a08
0x201cB0x3592B0x3285B0x1362cB0x1a08	0x202eB0x3592B0x3285B0x1362cB0x1a08
0x3a3fB0x3578B0x3285B0x1362cB0x1a08	0x3a4cB0x3578B0x3285B0x1362cB0x1a08
0x3a28B0x3578B0x3285B0x1362cB0x1a08	0x3a30B0x3578B0x3285B0x1362cB0x1a08
0x3a39B0x3578B0x3285B0x1362cB0x1a08	0x3a3fB0x3578B0x3285B0x1362cB0x1a08
0x202eB0x3a1eB0x3578B0x3285B0x1362cB0x1a08	0x2041B0x3a1eB0x3578B0x3285B0x1362cB0x1a08
0x2041B0x3a1eB0x3578B0x3285B0x1362cB0x1a08	0x204eB0x3a1eB0x3578B0x3285B0x1362cB0x1a08
0x201cB0x3a1eB0x3578B0x3285B0x1362cB0x1a08	0x202eB0x3a1eB0x3578B0x3285B0x1362cB0x1a08
0x202eB0x3a30B0x3578B0x3285B0x1362cB0x1a08	0x2041B0x3a30B0x3578B0x3285B0x1362cB0x1a08
0x2041B0x3a30B0x3578B0x3285B0x1362cB0x1a08	0x204eB0x3a30B0x3578B0x3285B0x1362cB0x1a08
0x201cB0x3a30B0x3578B0x3285B0x1362cB0x1a08	0x202eB0x3a30B0x3578B0x3285B0x1362cB0x1a08
0x3b05B0x139deB0x1362cB0x1a08	0x3b16B0x139deB0x1362cB0x1a08
0x3b16B0x139deB0x1362cB0x1a08	0x3b1eB0x139deB0x1362cB0x1a08
0x1f26B0x3a64B0x139deB0x1362cB0x1a08	0x1f3eB0x3a64B0x139deB0x1362cB0x1a08
0x33c1B0x3af9B0x139deB0x1362cB0x1a08	0x33c9B0x3af9B0x139deB0x1362cB0x1a08
0x1f42B0x13b68B0x139deB0x1362cB0x1a08	0x1f610x1f42B0x13b68B0x139deB0x1362cB0x1a08
0x1f42B0x3a54B0x139deB0x1362cB0x1a08	0x1f610x1f42B0x3a54B0x139deB0x1362cB0x1a08
0x1f42B0x3b1eB0x139deB0x1362cB0x1a08	0x1f610x1f42B0x3b1eB0x139deB0x1362cB0x1a08
0x253dB0x3a8fB0x139deB0x1362cB0x1a08	0x254bB0x3a8fB0x139deB0x1362cB0x1a08
0x1f42B0x252fB0x3a8fB0x139deB0x1362cB0x1a08	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x1362cB0x1a08
0x1f65B0x2523B0x3a8fB0x139deB0x1362cB0x1a08	0x1f75B0x2523B0x3a8fB0x139deB0x1362cB0x1a08
0x327dB0x13680B0x1a08	0x3285B0x13680B0x1a08
0x3263B0x13680B0x1a08	0x326bB0x13680B0x1a08
0x3273B0x13680B0x1a08	0x327dB0x13680B0x1a08
0x3297B0x13680B0x1a08	0x329fB0x13680B0x1a08
0x202eB0x3259B0x13680B0x1a08	0x2041B0x3259B0x13680B0x1a08
0x2041B0x3259B0x13680B0x1a08	0x204eB0x3259B0x13680B0x1a08
0x201cB0x3259B0x13680B0x1a08	0x202eB0x3259B0x13680B0x1a08
0x3a3fB0x326bB0x13680B0x1a08	0x3a4cB0x326bB0x13680B0x1a08
0x3a28B0x326bB0x13680B0x1a08	0x3a30B0x326bB0x13680B0x1a08
0x3a39B0x326bB0x13680B0x1a08	0x3a3fB0x326bB0x13680B0x1a08
