sample_id,label,family_id_theta,fold_id_theta,max_sim_to_train
base:0x7b69aae7d99b10e93bf9eec64ac1fe367fd6e70d,0,F00993,1,0.6328125
base:0x0d75f394b35ab70444cea09747d45ce50abb7bdd,0,F00995,0,0.625
base:0x4a70c8e1a4319ab5ae982e96eccc1abb8cffa7ef,0,F00996,4,0.4296875
base:0xad89bc93230d0a9efb8cd57c4fcf244f2e8979e1,0,F00997,3,0.8828125
base:0xce7efc3955a0b04d8646f2141fc1d6e0fb1cb9af,0,F00958,3,0.515625
base:0x781a08d4473dbbfe0ff8fe06054cbc80eaf0efd5,0,F00888,1,0.8125
base:0xb789ceb31e891d6d4a502cba01c81d47dd0f536e,0,F00998,4,0.6640625
base:0x3620e1cf60a58b3dfa76bccf96a5f44eec649ed9,0,F00219,2,0.7109375
base:0x77f2e141ad04a6d76a2659d050af6dd1539903a4,0,F00999,2,0.8984375
base:0x944208ba187723ba152f3c748d63c9d28118e89a,0,F01000,3,0.8125
base:0x16dbd763833a76564ae13d52b69fc6e426c31df4,0,F01001,1,0.890625
base:0x1b6c7f42d1afa6f43c9a34bf6832ec7dea0965da,0,F01002,0,0.8828125
base:0xb324933d74791b70525cfdb526c76d7ba8074744,0,F01003,4,0.65625
base:0x32fc9521199732496076d23e44eabec6a99ea53e,0,F01004,3,0.7734375
base:0x2db6be1161303d6c71dbe5c0cac9e6169bf8e03a,0,F00846,1,0.8046875
base:0xa83270c022b9f23587cf2956044caf407717a4af,0,F01005,0,0.703125
base:0x665883c3c993fc11976b8375f00f94067f5cabee,0,F00762,0,0.8828125
base:0x221b54c6d03dcd0583c2f76cd8772897971ecef8,0,F01006,2,0.578125
base:0x0abe4c00f3e6526e326a95c8c14a2866822c1691,0,F00846,1,0.8046875
base:0x3b4d0533b9544ae74e0aed30d85ae77dff4c611a,0,F00971,0,0.8125
base:0x333ed1bb029ed5e026e58bd65a4081e8a615b16d,0,F01007,1,0.3828125
base:0x792114262836ba572b2c35fd2c9f9c97a744416f,0,F00966,2,0.3125
base:0x4175232a35297759e0f60dadced72382854af092,0,F01008,0,0.8203125
base:0x731dfd276e100b3ac7bd70c097022f49e2a1ba7f,0,F01009,1,0.8671875
base:0x80296ff8d1ed46f8e3c7992664d13b833504c2bb,0,F00759,0,0.8671875
base:0x18654e2ef4996dc66a2f3bb974b3621d45a3ba2a,0,F00922,3,0.7734375
base:0x7501e2698d90e04d91f611307c392b4c71b718b4,0,F00048,2,0.8046875
base:0x856ca6038f0ae38fe4f8b583ba27b236d56c2515,0,F00929,3,0.8515625
base:0xfc43015415eb68d8040888aeff6cca11bd42321b,0,F01010,4,0.8828125
base:0x5a77f0dfc729700300c22e7b0111a5cfbc32431b,0,F00805,1,0.6640625
base:0x9e36fe6bc9b9a9cd80ab043d98104365c2e628da,0,F00810,4,0.6953125
base:0x0133f92f2b180083773b5d3e49e42fba05afafa0,0,F01011,3,0.6015625
base:0x058f2842083d6b5defb61a5cfcf193c93560fec6,0,F01012,3,0.7890625
base:0x07926b8fbfddf09cd66a7fcdc2b224b8482e6690,0,F01013,1,0.84375
base:0xb5081014349690b8366c5064fafc7e86734ad2a6,0,F00762,0,0.8828125
base:0x30d4a51c8ffa9381b2bdf315e47f15db021f817c,0,F00882,4,0.609375
base:0x527abe4f9699de413bf4b3aee43d230a79dfad68,0,F01014,0,0.3359375
base:0x853c69eeb7daad70e932028783a0a91aceaf7e52,0,F00774,3,0.8203125
base:0xd0f210c83b4b3ebf75efd8e2654c75c29451763f,0,F00048,2,0.8125
base:0xcf2d3f920e98b440310b276815148f786ed0b4b2,0,F01015,4,0.65625
base:0xa04cbd8afb3050e3522e363f2760f81c7b2b3d07,0,F00469,1,0.7890625
base:0x83b0c0586e650818415cd81e679df084759eb71f,0,F01013,1,0.84375
base:0x57f79cf611224c95191f55124951a40b91792518,0,F01016,3,0.5546875
base:0x5737160a357577e17ac92de22468a29b589e6bc3,0,F00774,3,0.796875
base:0xb45adf24418900357690db5ff7d8e1a75ab9e14d,0,F01017,2,0.8359375
base:0x5ea649ccb088fc366938aaec14d80dbac2ed0335,0,F00898,2,0.2578125
base:0x2fdf43c7ba67d0ee689cfead43b4bb5ce2f8fdc9,0,F00929,3,0.84375
base:0x4c115b22e12a31ec89f942b9f51daf4ee2b7c349,0,F00790,3,0.8984375
base:0x214547a1c10a350a76b7a74bbf62e0f7370b0a92,0,F00966,2,0.3125
base:0x880ee977a2e0a4cfc9332631def6d93ccf90941a,0,F01018,1,0.6484375
base:0x987ebc7e0603d28ccac96d14ef5d71761aa2585e,0,F00961,0,0.8046875
base:0x1397604ffffa3cdeb19404dbc535c45aa6b1c36f,0,F00762,0,0.8828125
base:0xbd4d2554743d3afffd2acfaa272b506d78fb06c4,0,F00870,0,0.21875
base:0x3d8dd3cc0c248ea131c95e78005a53ac879a9afa,0,F00795,3,0.1640625
base:0x54b20dbe278a201289d808448b798106dc6febdd,0,F00927,3,0.6015625
base:0xd797e6c7d76178aff6c353c03fdaaace209d3d89,0,F00812,3,0.59375
base:0x0639b5eaec8c118b8c105f597b5fdcebab679276,0,F00035,1,0.7578125
base:0xe86697313f359a4ad7fd988f3cde37cc04558479,0,F00950,0,0.671875
base:0xd7ea5c82190d1ab717b9347e555c8f7ad6b63058,0,F01019,0,0.5703125
base:0x31338b52d1eecf6d59bb726b72be0c5b1bc0c7b3,0,F01020,4,0.796875
base:0xa7e04d6b53cdf3bc6248c55a18444831c6884480,0,F01021,4,0.890625
base:0x5c3faabdc633f71d2ad62a7883e9530e3fe5719e,0,F01000,3,0.8125
base:0x3924e27e0d3783ec8c5bf7f150bc0826c49f85d5,0,F01022,1,0.8828125
base:0xc5041e00ac178b41a51a2e8b9612023e4b9de9cf,0,F00779,1,0.7265625
base:0x8f8febf5d48b3dda757fccbcdaeaca889fbc797e,0,F00774,3,0.8046875
base:0x6cd575da80915f273f60ec168732b05ae42bea82,0,F00796,3,0.84375
base:0x4666789ef997e44cbb7834827f754101edbec754,0,F00283,3,0.40625
base:0x539612a6829f0e4fead894050fd8f03cd25f162c,0,F00760,1,0.890625
base:0x3a4cfedb3347ff3cf1d412a4ebbd036bd8bbfc29,0,F01023,3,0.7265625
base:0x28a703ae0cc0f1d23c99fcc9d23712b06158c5d6,0,F00900,2,0.6796875
base:0xde845a23ee56eb46e706227e61e54e4f83abdb47,0,F01024,2,0.296875
base:0xac2fb30f9140977fbe9e26c15c70d746412edca7,0,F00902,0,0.3125
base:0x57b9c2601a527bc5470e61ec1b31dfa8ff29eb08,0,F00806,1,0.640625
base:0x7beb9241f4a130864e9a8d338ecbe06d896f0c3b,0,F00894,0,0.5546875
base:0x7fb869f8c8b2c3f71fb9cb9f0452ad2668fd52f4,0,F00779,1,0.7265625
base:0x972e18a120b3e9b185c2db08be666933a35923d6,0,F00824,0,0.5234375
base:0x75756425a29c4a44fb4ffe930428de41efa0698b,0,F01026,2,0.8828125
base:0x37b822ad2848784a08794efa9833663ddb4f0e03,0,F00846,1,0.8046875
base:0x7f31a6070793dd6fdbc241c71bca6cc3727b29b5,0,F01027,1,0.734375
base:0x7c0658c1e50a9c99b1260aefb2ca2a8324ee5efc,0,F00810,4,0.6953125
base:0x7f7626e6e13fb1c2b585ca995c150f2f6b55f695,0,F01028,0,0.5234375
base:0xe4e49868adf7118960c7d038964c21f62e615afe,0,F00826,3,0.5234375
base:0xaad25a5e23dbfb08f18125e8682b80b731ca0d2d,0,F00907,1,0.59375
base:0x2bea6432058127c8334245f1837c0745310d6a24,0,F00888,1,0.8203125
base:0xd84bb919b79f4e8678d32e6a2127986a2f49f553,0,F01029,4,0.859375
base:0x14969b690a6bde0b21715eea0fe2bc9c8757dac6,0,F01030,3,0.421875
base:0xa9e8371014570e83555e6d3075047a2cf2e7edc6,0,F00981,3,0.828125
base:0xb7b7d900f38e210aafd6300472fbf424d36a5ccd,0,F00774,3,0.8125
base:0xddf4b7b1cf24e5977ecd13218d9209437c5621ef,0,F01031,1,0.8984375
base:0xecc2d1e0f0fca05e647bebec63ac95d2798626ad,0,F01020,4,0.78125
base:0x61ff17dec141cf0d13daffa5e0a5c0fca6c82f9e,0,F01032,1,0.875
base:0x7e3a1b48b69184b78c50124e8bbdf6504a2c5a16,0,F00952,2,0.390625
base:0x7bcc3032ca2e1acea7c84cdba88c229a825e5371,0,F00793,1,0.8828125
base:0xef178cd68767c11f24cf27866034bb653dce6068,0,F01033,1,0.7109375
base:0x904ac6ff97d28e1b4f6d37fc0051f810694f014b,0,F00816,0,0.671875
base:0x843d5206c3d5841c5605a4bf16bf3a1fe9b1406d,0,F00846,1,0.7890625
base:0x3b88745a174a984ac764471c957553a1c4b6dbf2,0,F00858,0,0.828125
base:0x0030df2958b3a8ab412826099d08052699bf9f97,0,F00950,0,0.65625
base:0x68913cae817e7e683b8e44bcd7ff42c39e5a336e,0,F00992,0,0.8828125
base:0x5730fddde04cd38b0608acf483a6a72427116ea4,0,F00898,2,0.2578125
base:0xe9fefaded3a5a76e13bd8e7e256d7d685c69b01a,0,F01034,0,0.875
base:0xe0daba9e026a480ae809e429a8b973f1c46b2418,0,F01035,4,0.5
base:0xc240e729e3b7d4d1b14df83d85cce9af6ff54574,0,F00952,2,0.390625
base:0x6947fcf94b5755b3a4df8183cf2f99fe5ec11ef3,0,F01036,3,0.75
base:0xef05fc355df67e9a8ca2c5d86a19ce24bd8df4ae,0,F00877,4,0.8359375
base:0xc5282647a0e1597375d0e821b577b22955ddee79,0,F00219,2,0.7109375
base:0x19f3fbc9a6fcc04f3cd1cb8f550f74bdc807828d,0,F01037,2,0.6015625
base:0x091713460dc9fad1aba98a8f4281c4cc89f301f5,0,F01038,1,0.328125
base:0xc63d52d1bf0fe377040939701c5833d4edffdfa6,0,F01039,0,0.796875
base:0x14f2ede09fa4d5d332a4bcf4137280105734c34f,0,F01040,4,0.3203125
base:0x4aefdd350ffe8ed9bbd6147ac51a94d74ea50940,0,F00905,3,0.71875
base:0x4727e69ed6e3e4d85deb029fb101e04f212a854b,0,F01024,2,0.296875
base:0xc984a585956ed01aea68451c84c14abd54e9b243,0,F01041,1,0.515625
base:0x1762e51e6fddd412d7509d3c331b06ad270ae333,0,F00045,3,0.8046875
ethereum:0xb684710e6d5914ad6e64493de2a3c424cc43e970,0,F01042,4,0.65625
ethereum:0xee11b989cf7784209c78056c6f5191ac8e07b9f4,0,F00904,4,0.8828125
ethereum:0x41036af28e8922694c802424542b5cca22aa9d97,0,F00904,4,0.875
ethereum:0x4bb8e3f3873c84a040039ff33d7bd7c91bd6174b,0,F01043,1,0.828125
ethereum:0x775c8d470cc8d4530b8f233322480649f4fab758,0,F00048,2,0.875
ethereum:0x167bede6c0f329260de9807e1eca3d0bbd204611,0,F00146,3,0.7265625
ethereum:0x48ef0a6eee4eef2ca7875ccdf28dae6727dacc4c,0,F01044,4,0.875
ethereum:0x029512f0a124f086f39c5ffd3c220f909a4540dd,0,F01045,4,0.515625
ethereum:0xd8dee877be7876b8e8f098d1453de3d556d86a41,0,F00904,4,0.875
ethereum:0xbea003d136b59c0fd742c54de8bb5419b218b786,0,F01046,1,0.78125
ethereum:0x9b377d79e925dbaa9f66d69e2d1ff06c0b8c7d3c,0,F01047,3,0.5390625
ethereum:0x216a86523b6620085ee00c84aaeb42b9dbb815f9,0,F00930,1,0.4453125
ethereum:0x9765e74daf749bdf999abf86bd992f0540b4f8ef,0,F01048,3,0.7734375
ethereum:0x272b3027869fa80874b16f0287456380d18320ce,0,F01049,2,0.65625
ethereum:0xb549b3c85001727b8b28a55835d544d9710ece9f,0,F01042,4,0.6484375
ethereum:0xbcf8c26540ced6c5fc68c385281cfdddafe36ca5,0,F01050,1,0.5546875
ethereum:0xe92907ab742c61943a21fe6d5175e0e0487d73cc,0,F01051,0,0.5859375
ethereum:0xa496c97b49514b2757b947bbe0c5aae14e637192,0,F01052,4,0.78125
ethereum:0x20b0973f074f9e446c43dad3935bbb1a6dfda755,0,F01053,0,0.671875
ethereum:0xa381452e0bfa13debf102ba3fb156a873705a746,0,F00921,0,0.734375
ethereum:0xb95bbc92b8937dc98ca3cbe01c93d0f2fe304b40,0,F00929,3,0.8515625
ethereum:0x9816c8de04dabd822534be4141886dd31c9a7fff,0,F01054,1,0.6171875
ethereum:0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,0,F01056,0,0.8828125
ethereum:0x1ec51ea2582b3b49967fc7b7036dc21ac0a6bc54,0,F01057,2,0.6640625
ethereum:0x083463f8e3cad28eeac198c3c9d0305c9131d32f,0,F01058,1,0.4296875
ethereum:0x2b79d33d7e15b3b340c15332c77f69a8c37f76b4,0,F00904,4,0.8828125
ethereum:0x0d84ff4f5fa860f968bd27113b01130ea6ca3438,0,F00958,3,0.515625
ethereum:0xbe833f50270ae41411acc2b1df81d610c9044d31,0,F01060,4,0.8359375
ethereum:0x7ae825b7b94799624974575f6ad395b1078dd7ad,0,F00958,3,0.515625
ethereum:0xd5e49aeb44cc7574f980f449f772cfae42b1f444,0,F01061,3,0.1328125
ethereum:0xbc9ad261787aca2dbdf9ae4c2d5450c46bf66d00,0,F01062,2,0.4609375
ethereum:0xb1468ea68fc3c2e8105ac95a6f21a1438d688a74,0,F01063,1,0.8359375
ethereum:0x1747eab82ac64dfb10397428685e44abc3c2aa8c,0,F01064,0,0.4296875
ethereum:0x017d4fb9df9aae92c18606ca9c38eac3710cba7e,0,F01065,4,0.078125
ethereum:0xc15c14ce526f924fd6cd29daa0c3be3b29b7d713,0,F00904,4,0.859375
ethereum:0x33b40f565ce0ac23940765a21e99b66af71941f5,0,F01066,4,0.8671875
ethereum:0x8637cffc4c3611d77da970f52786c0308114fda3,0,F00829,0,0.890625
ethereum:0x0e09ec1f64f041a43647af4d4b3ea3fb26ee8ef6,0,F01069,3,0.7421875
ethereum:0xc51bb8b0bff498c9411d9801f7b532c012182463,0,F01070,2,0.875
ethereum:0x4a8be309322dc7e65a68fcb8fc54ad6bee8260b4,0,F00793,1,0.8828125
ethereum:0x3dadeaf7c5e57c68379f6db9e9d1a13d6e1b4c37,0,F00774,3,0.828125
ethereum:0x50ba4a14bdeff1712df5bd2e50f51989f58af6e5,0,F00787,0,0.453125
ethereum:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,0,F00773,3,0.8046875
ethereum:0xcea43594f38316f0e01c161d8dabde0a07a1f512,0,F01072,3,0.5078125
ethereum:0x5ba1e12693dc8f9c48aad8770482f4739beed696,0,F01073,3,0.3125
ethereum:0x0413070ab18bf5cb9347ae5fef9fe0dac9f85abd,0,F01074,1,0.5859375
ethereum:0xe122e129749d6e597283324f4a20a78944911aa6,0,F00958,3,0.515625
ethereum:0xa44fcef1be276e4db7c331a381f2af4f8da8825b,0,F01075,4,0.671875
ethereum:0x3a4570c15d5b5e85c4886d27505a69ed162d9133,0,F00958,3,0.515625
ethereum:0xa362ee2b5b0ae2b1083533b88d9c300c46249cb0,0,F00774,3,0.828125
ethereum:0x4944218aea3d9d05a51f71c780f23794855350f7,0,F00958,3,0.515625
ethereum:0xe506edd9490e702a17f6f8e2fcfa293ed02cdd47,0,F01076,4,0.28125
ethereum:0xd74b07f25d9372f6e6fa0f94e959db45bc56dc0b,0,F01048,3,0.78125
ethereum:0xe863b4163f7a01224a9e554795551d8e0ebc3cf7,0,F01077,3,0.1484375
ethereum:0xf70e53a73a47e910132ab0d4c63431e9ccdf3988,0,F00971,0,0.7734375
ethereum:0xc114047bc1d01daf82601da712e68cf63f8b90d8,0,F00751,1,0.8828125
ethereum:0x69f3814cd453980531e3f089448b11ec2ef865e6,0,F00035,1,0.796875
ethereum:0xa471ea83edc9b57413d4434779d8e59df1d03793,0,F01078,2,0.640625
ethereum:0x4d1b454258c2871935f34cbfc3612894ac21a47d,0,F01080,0,0.734375
ethereum:0xe495736c3a3b81fef7c2e269e03b7e5a5d6434ac,0,F01081,4,0.3046875
ethereum:0x2b07c980b1c892727694098a9dd711c973b9b8f8,0,F00809,4,0.6640625
ethereum:0x45ad771376c8786667caf805fd011cf954b54d0d,0,F01082,2,0.4765625
ethereum:0x6f7c7b0129afd6172dd36891b7048c6cf2d29c7f,0,F00816,0,0.671875
ethereum:0xaa9bf9cffab495d1da22e609abf40c5d09f0a9d1,0,F01083,3,0.5546875
ethereum:0xf40f127353080d5641fe04026ffa225bea1d9106,0,F01084,2,0.5859375
ethereum:0xd24558a256c4aa2d0b6c3a7e12b2f70f810e7b04,0,F01085,1,0.59375
ethereum:0x16ad3be45f895ca4449925fa925d4d173e09899c,0,F00984,3,0.640625
ethereum:0x5270ef7842243bad091e2f56a0af0a3a57618909,0,F01086,2,0.828125
ethereum:0xbf14231a0aae74cd0a922e399c71af71782ddbca,0,F01087,1,0.5859375
ethereum:0xe14db6364edbcc778f4315c4009b7dae2a1996b2,0,F01088,0,0.6015625
ethereum:0xa83ef42b21412da662a707d1a762d85f5fcbb55e,0,F00846,1,0.7890625
ethereum:0x2da5eb249298df63a646b1db7235e5fc4b59681d,0,F01089,1,0.3125
ethereum:0xf1550d711b812ddc874e3ddd60ad736513fbef29,0,F01090,4,0.4765625
ethereum:0x64dcd87313bdaa2364db927eb7b50b2d669251e1,0,F00779,1,0.75
ethereum:0x037123e1feeb258d6a5a800745ff77e2ae40c0fb,0,F00904,4,0.8828125
ethereum:0x9feeb3bf3601cde70e439fcdc703609d58c5d278,0,F01091,3,0.0
ethereum:0x4428a93b478fa76a5bd9c7641f54ec6373855433,0,F00941,0,0.5546875
ethereum:0x407b181e6d87775b280ff77dc8879fef7173aa1e,0,F00958,3,0.515625
ethereum:0x4eac96c6d3cd7045ce3b46dfb52d7107958be151,0,F01092,2,0.7578125
ethereum:0xa9542a5f5e42f1ff5f1547348766583e549ec697,0,F01093,0,0.8671875
ethereum:0x8bb9e00abd81c5532f6040f5efa7eeb6b92697f7,0,F00958,3,0.515625
ethereum:0x80008bcd713c38af90a9930288d446bc3bd2e684,0,F01094,4,0.3125
ethereum:0x39733857b6fa8ded364ad04a1eb29b8d2c9d5819,0,F01095,1,0.671875
ethereum:0xef562b93217a9a036f991c9f3125ebc930488387,0,F01096,3,0.328125
ethereum:0xb096cfe487914e0da194700732a304339dc66e8a,0,F01040,4,0.3203125
ethereum:0x7663fd40081dccd47805c00e613b6beac3b87f08,0,F00933,3,0.1875
ethereum:0x3d884d99ed629f01cc43d2dade260468c2eb661a,0,F01097,2,0.453125
ethereum:0x75756425a29c4a44fb4ffe930428de41efa0698b,0,F01026,2,0.8828125
ethereum:0x3e9c6484d6cd49a88090be090f48e41a734f3434,0,F01070,2,0.890625
ethereum:0x730a1aa1de66843cb2f56dae84483850c95c96e2,0,F01044,4,0.890625
ethereum:0x102f23a28cbb139ab6465442e4ccd6f83b5e6aaf,0,F01098,3,0.8671875
ethereum:0xca11bde05977b3631167028862be2a173976ca11,0,F00819,2,0.890625
ethereum:0x55fdc6092e6d457f4956468504cdd2359a0c4196,0,F01099,1,0.8203125
ethereum:0x8dac17462b3b8e070f4ee66a40fcaeee0991bd20,0,F01100,0,0.109375
ethereum:0x0cdd9b042bd25308dd13794c94fb2bfa377825a9,0,F00809,4,0.6640625
ethereum:0x65b712f8d008fb1f45bd266d38684872b452ee12,0,F00904,4,0.8828125
ethereum:0x2bfc586a555bfd792b9a8b0936277b515cf45773,0,F01101,4,0.515625
ethereum:0xdb2efe50c9edb3220c45da6b1b1868f45de6d2e8,0,F00971,0,0.828125
ethereum:0x7a68631b958b8bc6bacc9656ad8b06a71cfdba48,0,F00930,1,0.4375
ethereum:0xf36932b6e2637eedae3af135c42a6783c34d79cf,0,F01102,3,0.5234375
ethereum:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,0,F00818,0,0.8046875
ethereum:0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b,0,F01104,3,0.8203125
ethereum:0x0a1b21fc04569b57a02b5b0f1599decfd35466ea,0,F01105,1,0.6640625
ethereum:0xd9ade0b1ef348f27c67da387a909f97040690a8d,0,F00852,2,0.1171875
ethereum:0x6ce3086c89e8a547f74c8354442bf975cd7ec34d,0,F00958,3,0.515625
ethereum:0xc0333d58940cebe8835efc47b16b657e4f95c88c,0,F01106,0,0.6953125
ethereum:0xc96c6b7c729ef97296c7e057504e34397dc6ae50,0,F01107,1,0.4140625
ethereum:0xb7915180f02ba2adc68be13ed3990bd6d3b06bf0,0,F00921,0,0.7890625
ethereum:0x17c11fddadac2b341f2455afe988fec4c3ba26e3,0,F01108,0,0.5
ethereum:0x985659ac391261ce98381befc8fbe876043443bf,0,F01109,4,0.4296875
ethereum:0xfe204af3612bb056def6e3ac4ad74e3ab7567395,0,F00958,3,0.515625
ethereum:0x9981794b239cfaf62e7394e511ef9fc1e0fb19dd,0,F01110,1,0.5078125
ethereum:0x20bc20b274c5b9e258653f828b34c1286ecf869d,0,F00751,1,0.78125
ethereum:0xb15bed8fc30d3e82672bf7cd75417b414983934b,0,F01111,0,0.7109375
ethereum:0x4f2df7d5ee734183e9c52d9e98dddfdfd93d111a,0,F01112,1,0.328125
ethereum:0xb369994b6b4261abfcda8eb206da8b1ec7c9c600,0,F01113,3,0.8515625
ethereum:0x1043cfd2beeafe47b33ace1d1852269e0f080e90,0,F00783,4,0.8046875
ethereum:0x831e3dbdc5b8a95b8a33b6d2ecb439b631a95215,0,F01114,4,0.4296875
ethereum:0x30c10f611c67cd4a465c7377a19f6c7f9f3c65ef,0,F01115,2,0.484375
ethereum:0x4abff16c84b989b209db624d3fbef53370032f26,0,F01116,4,0.8359375
ethereum:0xc92f3d4d505954cf3fb6e81f949007c7ddc11ffe,0,F00929,3,0.78125
ethereum:0xc780a048b13222d36fe944c079bb6bed8c19a61f,0,F00910,1,0.328125
ethereum:0x00000000bebedb7c30ee418158e26e31a5a8f3e2,0,F01117,0,0.59375
ethereum:0xfe5b26e29f672081b57501463def09c7954798b0,0,F01118,0,0.8359375
ethereum:0x02e34e8c40a2a80ab96453455c1c6452317abfe6,0,F01119,4,0.1484375
ethereum:0x52999d62f0f63979634abf0ba3c0b2629515e91d,0,F01120,3,0.7734375
ethereum:0x5a904049c58d01cb06ba217a7006edca9304ae0e,0,F01121,2,0.7578125
ethereum:0x8864833793e8186c04cd91e40be3aff6cfd81302,0,F00832,3,0.703125
ethereum:0x65e563fe912553840da41fd45a88a85ed6f1263b,0,F01005,0,0.671875
ethereum:0xc1c1e18accec66ce640633d638102b3efba4d596,0,F01098,3,0.8828125
ethereum:0xed19005884e2d5ea58a2e41c04c6e2e7921e42fc,0,F01123,0,0.515625
ethereum:0xa3a50b5ec1f03668742605c9746ccfaa077621b5,0,F01124,4,0.1328125
ethereum:0xcd3ca48e3dca2d5b5969a4fa490e9b569be90aba,0,F01009,1,0.8671875
ethereum:0x1654caaca4ab1bd7c84a62eb713d226662190002,0,F01125,3,0.8828125
ethereum:0x87bdb776dcf85ee4332212edfe6e7904ff1dfd28,0,F00958,3,0.515625
ethereum:0x75506f85ea68cb043f7ed4e071b83b99b5d58053,0,F01126,2,0.3203125
ethereum:0x00d1c234c70a89dd08e3aa52fde4e8cb66179cb5,0,F01127,2,0.1796875
ethereum:0x7b5a9c237383dab73486294e86b7c109f4a77713,0,F00862,3,0.203125
ethereum:0x4c136ac1882a44ac4faeadc38980e257eda369f2,0,F00958,3,0.515625
ethereum:0xa1b0277a9e51f465e3c0a463addf74a2425c1d60,0,F01128,3,0.453125
ethereum:0x9ecf82de6002816b9b94087ce59fd9b38c6e9ed5,0,F00904,4,0.859375
ethereum:0x39213138a7e0c1cf42b1184d559f4b1b168c007e,0,F01129,1,0.5546875
ethereum:0x9520597d851a12b6e479f381c68ea0f56e2a086a,0,F00837,3,0.875
ethereum:0x533d5b723d6da062609a1554fcf0d729dc90ae6c,0,F01130,0,0.7734375
ethereum:0x28f798c95913f4323c63d419fd0dea3b4b73decb,0,F01131,0,0.890625
ethereum:0x23e5f9c457a69ce776d20a8fe812a6701d66fce8,0,F01132,4,0.3359375
ethereum:0x39e44fba9b86e3603151637d6b8f4576b1bb4fbc,0,F01133,3,0.515625
ethereum:0x34ffa7e96eb590d1e5813717e237414995f18632,0,F01134,4,0.828125
ethereum:0xbcbf09d9fbe5f3d2470a3cd94338150ddba48999,0,F00985,4,0.84375
ethereum:0xcab0ed6f4191e2a54afbdf24f889cfcf45e895ee,0,F01135,3,0.8359375
ethereum:0x16b7cd1f23accad7ae48ec46257bd64ea612fcee,0,F01136,2,0.6484375
ethereum:0xf432ad0ec1b1531d88252075e543c194f50404e8,0,F01137,2,0.46875
ethereum:0x1dba3d3bfc025c9e5f4f1b7eba7480beae97cfdf,0,F00958,3,0.515625
ethereum:0xa6207dac6761033c9e5f388c38af355375dff3dd,0,F01138,3,0.8046875
ethereum:0xbf075a95bf445328cccd9ed8a16a6aedfcecf582,0,F01139,4,0.46875
ethereum:0x80b7c2547900f8767521bac230d114af2dd708fb,0,F01140,1,0.4609375
ethereum:0xeaf663a2aed3c9d73f5c484471c5f658a2fb1496,0,F01141,4,0.296875
ethereum:0x0bee3bdcb865ede0080d2d20bf37c5fb4c5a69ff,0,F01142,0,0.3359375
ethereum:0x962931c0ef665aa769d50ed96b03fc9d0cffa10f,0,F01143,4,0.609375
ethereum:0xff26b51fb5a6420453f362e26dc5e3d5adbfa208,0,F00048,2,0.8046875
ethereum:0xb3173ace7c88bb264428df85f97d7bd2afa14000,0,F01144,3,0.671875
ethereum:0x3f0547afa543ea7477db8385fbd50e9ed254c64d,0,F01145,0,0.890625
ethereum:0x53e30572162f147d47db796a54bf553e66ed154b,0,F01146,2,0.1953125
ethereum:0x293b8040f8b641f393d39cdf7904543c295c5015,0,F01116,4,0.8359375
ethereum:0xf5432893d99572e475b2624ba89aed79e2e0302c,0,F00765,0,0.8203125
ethereum:0x024ddb4d6ee89df0e745e14565c3400392716f5b,0,F01147,1,0.140625
ethereum:0x80296ff8d1ed46f8e3c7992664d13b833504c2bb,0,F00759,0,0.8671875
ethereum:0x0178070d088c235e1dc2696d257f90b3ded475a3,0,F01148,0,0.25
ethereum:0x2e4b7294b5efe3601570ed1c7a69263e92b9eae9,0,F00765,0,0.8203125
ethereum:0xbe0839f8f6b50a7814dfec71b22b5a9c156b1809,0,F01150,3,0.7578125
ethereum:0xbba6242c75de0360bd0d9ca79a7c1d35ad70400c,0,F00958,3,0.515625
ethereum:0xcb04145d25b580f695a1c889ff5088a8c03eefdf,0,F00781,2,0.8203125
ethereum:0x3c2aa6dff2e273e8e3bf807f3e2c7c02093c85bb,0,F01151,2,0.8359375
ethereum:0x686ba6cfeceebed2fe1e58424a9984098b38e87b,0,F00958,3,0.515625
ethereum:0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0,F01153,0,0.3046875
ethereum:0x0000fb7702036ff9f76044a501ac1aa74cbab16b,0,F00974,2,0.1875
ethereum:0x137a89540cea60140b6a6094ce5118b3fefef10f,0,F00921,0,0.71875
ethereum:0x3a62ff6a8b5063c50b9873bd609bb35935f420ff,0,F01154,4,0.78125
ethereum:0xe6cae83bde06e4c305530e199d7217f42808555b,0,F00800,2,0.8125
ethereum:0x3e92ca8fe79fb2fa1053ea269e1b315966d00ba1,0,F00774,3,0.8125
ethereum:0x65be99c2d02749d40471546e1b406d9b6fae9381,0,F01155,3,0.125
ethereum:0x08cac6558812a2fddd61c14b0dfb15b7ff00c09e,0,F00981,3,0.828125
ethereum:0xa198bdadafc0eca3156a856726f827bad706236e,0,F01156,2,0.8828125
ethereum:0xd28fa30a9fbd587169d9d4b79bbe903a5c712122,0,F00797,4,0.7734375
ethereum:0x0d72bb1bbe4e8c8522349dc2a0b5b6c4664684a5,0,F01157,2,0.6640625
ethereum:0xcd1e3135aba1aa77c96cfffe8df680bc01d37bf6,0,F00774,3,0.828125
